tävling,datum,typ,vikt,böj,bänk,mark,total,poäng,namn,förening,distrikt,kön,år,viktklass,elit
Klassisk serie SL syd,2012-11-11,KSL,96.8,197.5,152.5,240.0,590.0,363.96,Christian  Martinsson,Kalmar AK,Sydöstra SDF,M,2012.0,105,False
Klassisk serie SL syd,2012-09-10,KSL,92.78,190.0,142.5,242.5,575.0,361.62,Christian  Martinsson,Kalmar AK,Sydöstra SDF,M,2012.0,93,False
Klassisk serie SL syd,2012-05-27,KSL,93.0,172.5,140.0,240.0,552.5,347.08,Christian  Martinsson,Kalmar AK,Sydöstra SDF,M,2012.0,105,False
Juniorserien BP 2011,2011-10-10,BP,88.7,,122.5,,,78.79,Christian  Martinsson,Kalmar AK,Sydöstra SDF,M,2011.0,93,False
SM Bänkpress 2010,2010-11-27,BP,100.2,,137.5,,,83.61,Christian  Martinsson,Kalmar AK,Sydöstra SDF,M,2010.0,105,True
Div 2 BP 2010,2010-10-12,BP,95.8,,125.0,,,77.46,Christian  Martinsson,Kalmar AK,Sydöstra SDF,M,2010.0,105,False
Div 1 BP 2010,2010-10-09,BP,59.6,,55.0,,,47.2,Jonathan Pedersén,Nora AK,Västra Svealands SDF,M,2010.0,66,False
Veteran RM Bänkpress,2011-09-10,BP,97.55,,185.0,,,113.75,Mats Lodfelt,Täby AK,Östra Svealands SDF,M,2011.0,105,False
Allsvenskan BP 2011,2011-05-07,BP,95.5,,162.5,,,100.84,Mats Lodfelt,Täby AK,Östra Svealands SDF,M,2011.0,105,False
Allsvenskan BP 2011,2011-01-29,BP,97.5,,162.5,,,99.93,Mats Lodfelt,Täby AK,Östra Svealands SDF,M,2011.0,105,False
ÖSSDF´s DM BP,2010-10-09,BP,97.5,,157.5,,,96.86,Mats Lodfelt,Täby AK,Östra Svealands SDF,M,2010.0,105,False
Enbart ranking BP herr 2010,2010-10-10,BP,73.2,,82.5,,,59.81,Christian  Lönnqvist,Malmö Lyftarklubb,Sydsvenska SDF,M,2010.0,74,False
Enbart ranking KL BP herr,2017-09-09,KBP,78.55,0.0,177.5,0.0,177.5,122.61,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2017.0,83,False
SM-veckan Borås (Klassisk bänkpress),2017-07-07,KBP,80.05,0.0,182.5,0.0,182.5,124.54,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2017.0,83,True
Enbart ranking KL BP herr,2017-03-04,KBP,77.05,0.0,180.0,0.0,180.0,125.92,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2017.0,83,False
BP SM 2011,2011-11-26,BP,67.2,,127.5,,,98.66,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2011.0,74,True
Ungdomsserien BP 2011,2011-10-09,BP,65.8,,132.5,,,104.3,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2011.0,66,False
Juniorserien BP 2011,2011-09-18,BP,65.4,,127.5,,,100.87,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2011.0,66,False
RM Klassisk BP,2011-08-19,KBP,64.9,0.0,127.5,0.0,127.5,101.52,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2011.0,66,False
Ungdomsserien BP 2011,2011-05-08,BP,67.0,,125.0,,,96.95,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2011.0,74,False
Juniorserien BP 2011,2011-01-30,BP,64.3,,115.0,,,92.29,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2011.0,66,False
Enbart ranking BP herr 2010,2010-10-10,BP,65.6,,120.0,,,94.7,Rikard Jansson,Säffle AK,Västra Svealands SDF,M,2010.0,66,False
Klassisk ranking SL 2011,2011-11-13,KSL,66.1,65.0,40.0,85.0,190.0,196.88,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2011.0,74,False
DM NNSDF  SL,2011-11-12,SL,66.1,65.0,40.0,85.0,190.0,196.88,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2011.0,74,False
Klassisk ranking SL 2011,2011-05-17,KSL,68.57,72.5,42.5,87.5,202.5,204.38,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2011.0,74,False
Norrlands mästerskapet 2011 SL,2011-05-07,SL,68.57,72.5,42.5,87.5,202.5,204.38,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2011.0,74,False
U/J SM,2011-04-09,SL,66.5,75.0,40.0,80.0,195.0,201.18,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2011.0,74,True
Klassisk ranking SL 2011,2011-01-31,KSL,66.1,60.0,42.5,75.0,177.5,183.93,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2011.0,74,False
Lucialyftet Öjeby AK,2010-12-11,SL,64.45,62.5,40.0,80.0,182.5,192.67,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2010.0,66,False
SM Bänkpress 2010,2010-11-27,BP,65.75,,40.0,,,41.61,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2010.0,66,True
DM SL Umeå,2010-11-06,SL,65.1,57.5,35.0,70.0,162.5,170.29,My Skanefors Hedman,Luleå AK,Norra Norrlands SDF,M,2010.0,66,False
DM SL Västra Svealand,2012-11-10,SL,90.6,190.0,100.0,210.0,500.0,318.13,Robin Johansson,Karlstads AK,Västra Svealands SDF,M,2012.0,93,False
Klassisk serie SL norr,2012-05-19,KSL,90.8,170.0,100.0,210.0,480.0,305.07,Robin Johansson,Karlstads AK,Västra Svealands SDF,M,2012.0,93,False
Div 2 SL 2010,2010-11-13,SL,92.7,0.0,90.0,210.0,300.0,188.75,Robin Johansson,Karlstads AK,Västra Svealands SDF,M,2010.0,93,False
Enbart ranking KL SL herr,2017-03-04,KSL,57.55,65.0,55.0,120.0,240.0,212.8,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2017.0,66,False
DM i styrkelyft (klassisk) Västra Svealands SDF,2015-11-14,KSL,61.1,80.0,60.0,145.0,285.0,239.11,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2015.0,66,False
Enbart ranking KL SL herr,2014-11-10,KSL,63.25,90.0,70.0,150.0,310.0,252.29,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2014.0,66,False
SM KL SL U/J/V,2014-05-09,KSL,62.35,90.0,67.5,152.5,310.0,255.46,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2014.0,66,True
Klassisk ranking SL,2013-11-09,KSL,63.5,100.0,70.0,167.5,337.5,273.74,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2013.0,66,False
Klassisk serie SL norr,2012-11-12,KSL,63.6,100.0,70.0,155.0,325.0,263.25,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2012.0,66,False
DM SL Västra Svealand,2012-11-10,SL,63.6,100.0,70.0,155.0,325.0,263.25,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2012.0,66,False
Klassisk serie SL norr,2012-09-11,KSL,64.7,105.0,72.5,150.0,327.5,261.44,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2012.0,66,False
Div 1 SL,2012-05-20,SL,63.2,105.0,70.0,160.0,335.0,272.83,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2012.0,66,False
Div 2 SL 2011,2011-01-30,SL,64.1,90.0,70.0,140.0,300.0,241.38,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2011.0,66,False
Div 2 SL 2010,2010-11-15,SL,64.6,95.0,70.0,135.0,300.0,239.8,Peter Andersson,Hallsbergs AK,Västra Svealands SDF,M,2010.0,66,False
Div 4 herr KL SL,2019-05-12,KSL,167.95,305.0,185.0,310.0,800.0,435.35,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2019.0,121,False
Enbart ranking herr KL BP,2019-02-16,KBP,163.85,0.0,182.5,0.0,182.5,99.69,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2019.0,121,False
Div 4 herr KL SL,2018-11-10,KSL,156.2,285.0,180.0,285.0,750.0,412.6,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2018.0,121,False
DM i styrkelyft (klassisk) Östra Svealands SDF,2015-11-14,KSL,148.25,255.0,180.0,290.0,725.0,401.8,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2015.0,121,False
DM i bänkpress (klassisk) Östra Svealands SDF,2015-09-19,KBP,145.5,0.0,175.0,0.0,175.0,97.24,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2015.0,121,False
SM-veckan Sundsvall 2015 (klassisk styrkelyft),2015-07-02,KSL,151.9,302.5,180.0,307.5,790.0,436.33,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2015.0,121,True
Div 2 KL SL,2015-05-11,KSL,147.25,300.0,185.0,290.0,775.0,429.92,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2015.0,121,False
Div 2 KL SL,2015-02-02,KSL,132.5,275.0,175.0,285.0,735.0,414.33,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2015.0,121,False
Div 2 KL SL,2014-11-08,KSL,124.55,240.0,160.0,0.0,400.0,228.11,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2014.0,121,False
DM i bänkpress (klassisk) Östra Svealands SDF,2014-09-20,KBP,125.05,0.0,160.0,0.0,160.0,91.17,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2014.0,121,False
SM KLSL,2014-07-05,KSL,130.6,270.0,165.0,300.0,735.0,415.37,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2014.0,121,True
Div 2 KL SL,2014-05-18,KSL,131.85,272.5,167.5,302.5,742.5,418.91,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2014.0,121,False
Klassisk serie SL mitt,2012-11-11,KSL,133.15,240.0,150.0,285.0,675.0,380.19,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,False
DM SL Östra Svealand,2012-11-03,SL,133.15,240.0,150.0,285.0,675.0,380.19,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,False
Klassisk serie BP mitt,2012-10-21,KBP,134.0,0.0,157.5,0.0,157.5,88.62,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,False
DM KLBP Östra Svealand,2012-10-20,KBP,134.4,0.0,157.5,0.0,157.5,88.57,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,False
Klassisk serie SL mitt,2012-09-09,KSL,139.15,250.0,160.0,290.0,700.0,391.52,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,False
Klassisk serie SL mitt,2012-05-27,KSL,145.55,240.0,160.0,280.0,680.0,377.85,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,False
U/J-SM Styrkelyft,2012-03-10,SL,152.0,270.0,160.0,290.0,720.0,397.63,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,True
SM Klassisk SL 2012,2012-01-29,KSL,157.0,272.5,160.0,290.0,722.5,397.18,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2012.0,121,True
Div 1 SL 2011,2011-11-20,SL,160.9,280.0,160.0,300.0,740.0,405.34,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2011.0,121,False
DM Östra Svealand BP,2011-10-08,BP,162.0,,155.0,,,84.82,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2011.0,121,False
Div 1 SL 2011,2011-09-18,SL,161.75,260.0,160.0,280.0,700.0,383.13,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2011.0,121,False
SM Klassisk SL,2011-08-20,KSL,165.85,270.0,165.0,285.0,720.0,392.58,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2011.0,121,True
Div 1 SL 2011,2011-05-09,SL,160.6,280.0,155.0,300.0,735.0,402.71,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2011.0,121,False
Klassisk ranking SL 2011,2011-01-31,KSL,152.05,270.0,150.0,290.0,710.0,392.09,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2011.0,121,False
Div 1 SL 2010,2010-11-15,SL,150.3,260.0,140.0,270.0,670.0,370.6,JohnJohn Climps,Väsby Atletklubb,Östra Svealands SDF,M,2010.0,121,False
SM Bänkpress 2014,2014-01-18,BP,61.65,,92.5,,,100.99,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2014.0,63,True
Lag-SM SL 2013,2013-12-07,SL,62.2,145.0,90.0,145.0,380.0,412.09,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,63,True
SM Bänkpress U/J/V 2013,2013-11-23,BP,62.25,,80.0,,,86.7,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,63,True
Sundsvalls sommar-KM KLBP,2013-07-20,KBP,64.05,0.0,65.0,0.0,65.0,68.94,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,69,False
Damserien BP,2013-05-09,BP,62.65,,90.0,,,97.07,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,63,False
Damserien SL,2013-05-08,SL,62.65,140.0,90.0,130.0,360.0,388.26,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,63,False
U/J/V-SM Styrkelyft 2013,2013-03-01,SL,62.45,152.5,80.0,150.0,382.5,413.53,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,63,True
U/J-NM,2013-02-23,SL,61.95,145.0,85.0,145.0,375.0,407.92,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,63,True
Damserien SL,2013-01-18,SL,62.1,140.0,80.0,130.0,350.0,380.02,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2013.0,63,False
SM Bänkpress,2012-11-23,BP,61.45,,88.0,,,96.32,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2012.0,63,True
SM Klassisk bänkpress,2012-03-25,KBP,61.45,0.0,60.0,0.0,60.0,65.67,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2012.0,63,True
U/J-SM Styrkelyft,2012-03-10,SL,62.3,137.5,72.5,150.0,360.0,389.92,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2012.0,63,True
Damserien SL,2012-01-29,SL,61.9,130.0,67.5,140.0,337.5,367.35,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2012.0,63,False
Enbart ranking SL 2011,2011-11-15,SL,61.85,120.0,70.0,150.0,340.0,370.3,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2011.0,63,False
Enbart ranking SL 2011,2011-09-19,SL,63.0,120.0,60.0,145.0,325.0,349.04,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2011.0,69,False
KM Karlstads AK Kl. SL,2010-12-04,KSL,65.2,95.0,52.5,107.5,255.0,266.91,Angelica Salevik,Sundsvalls AK,Mellersta Norrlands SDF,F,2010.0,69,False
Elitserien SL 2011,2011-05-08,SL,100.55,200.0,140.0,227.5,567.5,344.62,Robert Wallin,Täby AK,Östra Svealands SDF,M,2011.0,105,False
Elitserien SL 2011,2011-01-30,SL,99.2,210.0,145.0,225.0,580.0,354.13,Robert Wallin,Täby AK,Östra Svealands SDF,M,2011.0,105,False
Enbart ranking KL SL herr,2017-03-13,KSL,101.5,230.0,167.5,285.0,682.5,412.94,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2017.0,105,False
Allsvenskan KL SL,2016-11-20,KSL,104.3,180.0,170.0,260.0,610.0,365.37,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2016.0,105,False
Allsvenskan KL SL,2016-05-14,KSL,99.55,220.0,162.5,280.0,662.5,403.92,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2016.0,105,False
Allsvenskan KL SL,2016-02-06,KSL,92.75,222.5,162.5,300.0,685.0,430.86,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2016.0,93,False
Elitserien KL SL,2015-11-07,KSL,92.4,212.5,160.0,285.0,657.5,414.31,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2015.0,93,False
SM-veckan Sundsvall 2015 (klassisk styrkelyft),2015-07-02,KSL,103.54,235.0,175.0,302.5,712.5,427.89,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2015.0,105,True
Elitserien KL SL,2015-05-16,KSL,102.05,232.5,170.0,307.5,710.0,428.7,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2015.0,105,False
Elitserien KL SL,2015-02-07,KSL,102.05,232.5,170.0,300.0,702.5,424.17,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2015.0,105,False
Elitserien KL SL,2014-11-01,KSL,101.75,235.0,172.5,300.0,707.5,427.67,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2014.0,105,False
Elitserien KL BP,2014-09-27,KBP,103.25,0.0,165.0,0.0,165.0,99.19,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2014.0,105,False
SM KLSL,2014-07-05,KSL,99.26,232.5,162.5,295.0,690.0,421.19,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2014.0,105,True
Elitserien KL SL,2014-05-24,KSL,96.9,222.5,162.5,302.5,687.5,423.92,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2014.0,105,False
Elitserien KL SL,2014-02-02,KSL,96.7,220.0,162.5,300.0,682.5,421.21,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2014.0,105,False
Elitserien KL BP,2014-02-01,KBP,96.7,0.0,162.5,0.0,162.5,100.29,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2014.0,105,False
Elitserien klassisk SL,2013-11-09,KSL,91.85,200.0,150.0,280.0,630.0,398.13,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2013.0,93,False
Elitserien klassisk BP,2013-09-21,KBP,91.95,0.0,150.0,0.0,150.0,94.74,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2013.0,93,False
SM Klassisk Styrkelyft,2013-07-04,KSL,99.6,212.5,157.5,292.5,662.5,403.84,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2013.0,105,True
Elitserien klassisk SL,2013-05-11,KSL,96.8,202.5,150.0,295.0,647.5,399.43,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2013.0,105,False
Elitserien klassisk SL,2013-01-19,KSL,95.4,200.0,157.5,292.5,650.0,403.55,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2013.0,105,False
Klassisk ranking SL,2012-11-11,KSL,95.1,200.0,0.0,270.0,470.0,292.21,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2012.0,105,False
Klassisk serie SL syd,2012-09-08,KSL,95.93,192.5,162.5,290.0,645.0,399.46,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2012.0,105,False
Div 3 SL 2011,2011-11-12,SL,94.65,185.0,150.0,270.0,605.0,376.96,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2011.0,105,False
Div 3 SL 2011,2011-09-17,SL,98.17,250.0,180.0,300.0,730.0,447.64,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2011.0,105,False
Div 3 SL 2011,2011-01-30,SL,97.2,225.0,155.0,280.0,660.0,406.42,Joe Johansson,Lessebo Styrkeklubb,Sydöstra SDF,M,2011.0,105,False
Norrlandsmästerskapen SL,2012-05-19,SL,50.65,75.0,81.5,95.0,251.5,319.93,Preshani  Maistry,Umeå Power,Norra Norrlands SDF,M,2012.0,66,False
Norrlands mästerskapet 2011 SL,2011-05-07,SL,51.46,82.5,72.5,137.5,292.5,367.59,Preshani  Maistry,Umeå Power,Norra Norrlands SDF,M,2011.0,66,False
